Year.x,Player,School,Conf,G,Rushing.Avg,Rushing.TD,Receiving.Rec,Receiving.Avg,Receiving.TD,Scrimmage.Avg,Scrimmage.TD,Rushing.Yds.PG,Receiving.Yds.PG,Scrimmage.Yds.PG,Rushing.Att.PG,PPG.Off,SRS.SOS,Overall.Pct,NFL.Rushing.Avg,NFL.Rushing.Avg.Max
1992,Brent Moss,Wisconsin,Big Ten,11,4.5,9,1,15,0,4.5,9,67.18181818181819,1.3636363636363635,68.54545454545455,15,19.3,1.89,0.455,4.1,4.1
1992,James Stewart,Tennessee,SEC,11,4.5,7,7,17.3,1,5.5,8,35.09090909090909,11,46.09090909090909,7.7272727272727275,28.9,1.65,0.75,4.088888888888889,4.8
1992,James Bostic,Auburn,SEC,10,4.4,5,12,10.8,0,4.8,5,81.9,13,94.9,18.6,20.7,1.51,0.5,3.8,3.8
1992,Raymont Harris,Ohio State,Big Ten,10,4.4,5,1,9,0,4.4,5,46.3,0.9,47.2,10.6,22.6,3.9,0.708,3.3499999999999996,3.9
1992,Winslow Oliver,New Mexico,WAC,10,4.3,3,20,9.4,1,4.7,4,106.3,18.7,125,24.5,22.5,-2.61,0.273,2.6333333333333333,4
1992,Brandon Bennett,South Carolina,SEC,11,4.3,6,22,8.8,0,4.9,6,58.72727272727273,17.636363636363637,76.36363636363636,13.545454545454545,14.5,4.45,0.455,3.6666666666666665,4.7
1992,Donnell Bennett,Miami (FL),Big East,11,4.3,6,7,10.1,0,4.7,6,38.27272727272727,6.454545454545454,44.72727272727273,8.818181818181818,30.8,3.28,0.917,3.1999999999999997,4.6
1992,Jerone Davison,Arizona State,Pac-10,11,4,6,8,8.6,0,4.2,6,66.72727272727273,6.2727272727272725,73,16.636363636363637,21.4,6.29,0.545,2,2
1992,Chuck Levy,Arizona,Pac-10,11,4,3,19,5.4,1,4.3,4,38.27272727272727,9.363636363636363,47.63636363636363,9.454545454545455,19.3,6.13,0.542,5.033333333333333,5.6
1992,Jason Burns,Wisconsin,Big Ten,9,4,0,11,6,0,4.3,0,38.22222222222222,7.333333333333333,45.55555555555556,9.444444444444445,19.3,1.89,0.455,1,1
